text_code,sent,topic
"[ 189  394 1306    0  556    0    5    0   20    1    0 5278    0  588
    0    0    0    0   18    0    0    0    0    0]",positive,paul mccartney
"[   0  371    0    0   76    0    0   20    2  205   11    0    0 2100
    0 2627   32    0    1]",positive,paul mccartney
"[   0  288    0    1    0    2 2641    0  199    0    0 3861    4    2
  103   10    0   32    0    0 2764 1243 2320  617    0    0]",positive,paul mccartney
"[   0   72    0    0  411 1353 5029  136    0  262    1  152   15  599
   24   28    0  106  278    0  584    0    0    2 1347    0    0   19
  234    0    0]",positive,paul mccartney
[  16    0    0  106   71 2081   37  191 2901 8728    0    4    1   11],positive,paul mccartney
[  22    0   18    0   64    0  559   13    4 4103  191    1],positive,paul mccartney
"[5323   32   84    1   12  245 8729   54  256    0  252   24 2762    7
    6]",positive,paul mccartney
"[   0  515   49  596    4    0    0 2922    9    0   11    0    0  238
    9    1    0]",positive,paul mccartney
"[8730 1179    0    0    0  160  267   43    0  161    0  779    0    1
    0  152 2641    0  588    0    5    6]",positive,paul mccartney
"[  0 738   3  57  13 475   0   1  25 383   0  12   2 636   0   0   0   6
   6]",positive,paul mccartney
"[   0  738  401    0  772    2 1521    0    0    0    0   50   12    0
  401    0 1132    0   88  788    0  496    4 4654 1032    0    0    1
    0    0  738  401    0    0    0    0]",positive,paul mccartney
[  0   9  17   0 299   1 236   0   7   7   6],positive,paul mccartney
"[   0    0    9  219    1    0   14  496    0    0    0   30    0 8757
   14  532  581 2712    0    0    0  209    2 2641    0  588   13    0
 1165    0  681  107   24    0]",positive,paul mccartney
"[   0    9  219   14   35  465 3963 3705    1    0 5649    0   14   19
  242  371    0    6]",positive,paul mccartney
"[  61    0  434    0   80    1    0   52   28  135   79    0    0 2090
    0]",positive,paul mccartney
"[   0  151   35    0  268    2  583    0    0 8756    0    0    0    0
 2111    0    1    0    2  465 3963  105    0    6]",positive,paul mccartney
"[1164  378    0    0  548   58    0   20    0  381    2  173    0    1
   79    0   70  401    0  458  237    0    0 1078  374    0   24    0
    0    0]",positive,paul mccartney
"[   0    8  195   54  607 1417   12    0    0   20    1  135    0 2920
    0    6]",positive,paul mccartney
"[  96    0  139  696   23    0  463 1121    1  135    0    7  244    0
    0  401    0 2699    0 1497    0    0   28    0 3083   11    0]",positive,paul mccartney
"[   0  883    1  135   19  540  770    0    0    0  538    0  584    0
    0    2 1347   16    0  100    0    2 2315  542    0  233   19  234
    0    0]",positive,paul mccartney
"[   0 8755    3    4    3    0   76   50    0   20    2   69 1121    1
    0   24    0 1239    0    0    7]",positive,paul mccartney
"[   0    0   74    0  327    0   20    1    0    2   31    0    4    0
   62   22    0  295   15    0 1665    7]",positive,paul mccartney
"[   0 2738   32   12    1   77   28    0    0    0    0   10    0   10
   26   17   72  218    0   19 2367    4 8754   37    0    0]",positive,paul mccartney
"[   0    0   18   22    0   94    0   20    1    0  199 1928    0  451
    8  155    0 5319    0]",positive,paul mccartney
"[   0    0   10  241    0    2 1353  124  125    0   16    0   99    0
    1    0   50    0    1    0  145    0    0]",positive,paul mccartney
"[   0  520    0   17    2  639 1058    0 3803  164  154  260    1    0
   13  230  937]",positive,paul mccartney
"[   0   58    0    0   20 3803   41 4387  162    0    0   33 1239  327
    0    4    0   24   41    8    1]",positive,paul mccartney
[  0  58   0  20   1   0 199],positive,paul mccartney
"[   0    0    0    0    2 3049    0    1   11   28    0    0    9  268
    0    0  248 5317   36 4980   32    0 2318  886    0  584    0    0]",positive,paul mccartney
[  0   0  27   0   1   0   0  40  35   0 164 239   0],positive,paul mccartney
[  0   0  27   0  20   1 874   0 199  13   0   0  22   0 295   0   0],positive,paul mccartney
"[   0    0    0   27    0   20    1   12 1580    0 5764    0    4 1718
    0   14    0   42  273    0    0   44  114    0    7]",positive,paul mccartney
"[   0    0  210    0  317    0    0 5786    8    2   31   35    0 3278
    0   30    0 1423   68    0   92 2728    0  308  155 4366   37    1
    0    0    0]",positive,paul mccartney
"[   0    0    0  191    1   11    0   41    2  678  159 1525    8   42
  181    0    0   21    0    0]",positive,paul mccartney
"[  0 189 326   0   0  20   1   0  93  12   0   0 588   5   9  76 348  67
   0 827 145   0   0   0   0   0   0   0   0]",positive,paul mccartney
"[   0    0    9    0   27    0 1239  107   24    4  191    0 8753  245
  109    1    0    0   25   17    0  553    0   49  863    0  181    0]",positive,paul mccartney
"[   0    9    0   27    0 1239   11    0    0  188   61    0    0  721
    4  238    1    8    2  695    0]",positive,paul mccartney
"[   0    9    0  191    2  205  542    0    1    0 1239   24    0    0
 8752    2  243   32    0    9    0]",positive,paul mccartney
"[   0   49    0  284    0 8751 5194    0 2430 5560    0 1326 1327    0
    1   10    0 1828    9    0    0   55  337  371    0    0    0    6]",positive,paul mccartney
"[   0    0    0  362    0  252    1  111    8   43    0  161    0 5313
    0  199    0    0    0    0]",positive,paul mccartney
"[  18  661    0    1    0  156    0    2    3    0  199    5    8   36
   82   92 3802    0  513    0]",positive,paul mccartney
"[  18    0    0    1    0  147    0  874    0    2 8750    0  199   13
    0    0    0    0    6]",positive,paul mccartney
"[ 477 3893 1430    1 1176    2   48 1089    0    2 1353  926 8749 5552
   14 8748 1078    0 1686    0    0 8747  131    0]",positive,paul mccartney
"[  18  915    0    7 4276 4591    0   80    2    7 1085    8    2   13
   35    4    1 1117  135    4  148  750]",positive,paul mccartney
"[ 210    0    1    0   74    0  380  149    0   20   66    0   93  120
    0  258 1211   32    2   93 8746   11]",positive,paul mccartney
[ 348   13  536    1    9   34 8745],positive,paul mccartney
[  0 157   1  11   0 548  61   0 295   0  62   0],positive,paul mccartney
"[226   8 213   0   0   0   1  12   0 199 189 523   0   0 157  61   0 214
   0 946]",positive,paul mccartney
"[2333 2289   18 8744   36   31 1435    7    0    0 3889    0   85    1
    0    5    0    4  477 3893    0    5    0 5212   71 1962    0 3762
    0]",positive,paul mccartney
"[   0  537   18  630   66    4    0    0    0    0  111    0   20    1
    0  199    4    0    0    0  279 2081]",positive,paul mccartney
[  0 112 131   0 173   2  28 109  12   1   0 225  11   0   7   7   6],positive,paul mccartney
"[   0    0    0   35    8    0    0  445    0   82   23    0    0 2562
    0    0  230 8741   11    0  102    0 4567    0    0  710    0    1]",positive,paul mccartney
[1048   27    0   20    1    0  199    0    0    0],positive,paul mccartney
"[   0  406    0    0    0   27    0    0  539    0 3032   73    5  786
 1721  675   39    0 3563  402    0    0    0    0    0    1    4   11
 2632    0    7]",positive,paul mccartney
"[   0    0  199    5    0  181  786    1   25  874    0 5313    8    2
   82   35   92    0   15   45   72    0  154    0    0    0    6]",positive,paul mccartney
"[   0   41    0    2 4524  639  843    1   25    0    0    0  832   11
  123    0    0 2891 1507    0  276  619    0   38    0  357    0   66
    0]",positive,paul mccartney
[  1   0   3   0  24   0   0 274   0 144   0  64   0  14  23   7   6],positive,paul mccartney
"[   1  156    0    0 3833    0    8    2   82   35    0  199    0   17
    0   38  111    0]",positive,paul mccartney
[   1  156    0    2 2641  588    5    0    0    7],positive,paul mccartney
[   1  104   26 4126    2   13   35    0    0    7    6],positive,paul mccartney
"[   0    1    0  209   82 3075 1020    0   60    0  199    5    0    0
  262    0   19  242   42    0    0]",positive,paul mccartney
"[   0    1    0  209    0   47    2  290   34    9  253   26 1140   15
  327  123   46  141  213  394  203    0    0    6]",positive,paul mccartney
"[   0    1  374  635 1353  302    8    2   82   35   92    0    2   13
    0   10    0    0    9  144  268 1078  152  171  134    0  233   76
    0    0    0    0]",positive,paul mccartney
"[   1  209    0    2   78 1155    0  886   19  548   41    0    2  159
  320  353    0    0   92 2554    0]",positive,paul mccartney
"[   0    1  142    0   69  462    0    0    0    0  527    0    0    0
 4197    5    0    5    6    5  302    8    0    5    5 8740 8738    0
    0    6]",positive,paul mccartney
[   1 1742 1229  190    0   36  684 8737 3883   12 8736 1154    6    6],positive,paul mccartney
[   1    9   34  234   16 8735 1290   32  341    0   20    9   11    3],positive,paul mccartney
"[   1    0   13   91    0   11    0    0    0  349   38    0    0 2448
    0    0    0    0]",positive,paul mccartney
"[   1    0  156    0  480 1038    0  199    0  874  135    0    2 5638
  940 1020    0    0    0 1963    0 8734    0    6]",positive,paul mccartney
"[1493    0    1 1165    0    0  681   44  365    0  341  394    9  149
    0   63    8   36    7  105    0    0    6]",positive,paul mccartney
"[  20    2 1022    1  135    0  677 1787 3135    0  588    5    0    0
  681   24    0  365    0    7    6]",positive,paul mccartney
"[   0  132    8 1239   24  115    0  265  234 1721   25    0   65    0
    4  213 1023    1    0    0    0 1199    0    0    0    0   42  565]",positive,paul mccartney
"[   0 1431    0   10   38  183    0   16  219    0    9    0  146   14
  830   14   76 2627    1    8    2  695    0    4   21    0   99  120
    0]",positive,paul mccartney
"[  14   19    0   23    0    0    0    0    0    1   10    0    2   51
 1239  147    0    0   92  249]",positive,paul mccartney
"[   2  166 1540   11    0   26   27    0    0 1842  815    0  411    0
   53    0 3593    0    0    0   81    1  276  266 1071    0]",positive,paul mccartney
[  65   10    0   10   26    0  246 1866   43    1  642    2  668],positive,paul mccartney
[ 65   0   0   1 105   0 807   0 588   5   4   0  58   0   0   0 183],positive,paul mccartney
"[  60 2691    0    0    0  467    0    2  150    0   28    0  181   39
    1    0    0    0    6]",positive,paul mccartney
"[   0   56    0 1353  336    0  211    5    0    5    0    0    1    0
 8733  122    2  577    4  810 1008    0 1799    0    0]",positive,paul mccartney
"[   0   56    0 1353  336    0   10    5    0    5    0    0    0    1
    0 1023    2  159 1816 4891    0   21   35    0    2 5250  283    0
 1464    0    0]",positive,paul mccartney
"[ 11   0  44   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0  18   0   0   0   0   0 194  23   0
   1   6 300   3]",positive,paul mccartney
"[1762  117 1802    0   18    0   20    1    0   24    0    0    0    0
    0    0    0  464  394]",positive,paul mccartney
"[  0  99   0   0  18  74 111   0  20   1 199  40   0 242  57  37  14   0
   0]",positive,paul mccartney
"[  47    2  243    0    1    0  240  156   64    0 2920    4  111    0
    0  681   11    0    0   61    0   17    5 3890]",positive,paul mccartney
"[  54   22   38    0  452  122 1239   11    0   59  637    1   71  109
   59  637    0]",positive,paul mccartney
"[ 117    0  195 8732   32    0   24 1239   29  162    0    0  327 1167
    0   20    1 8731  243    0  366   12 1081    0]",positive,paul mccartney
"[ 618   68    0 1016   29    0    0    1    0   29    0  772   64   60
  203    0  212   64    4  610    0    2   35    0   19    0 2716    0]",positive,paul mccartney
"[   9   10    0  371   16    9    0  146    0    0    0 1256    0   91
   12    1    0  371   29    0]",positive,paul mccartney
"[   0    0    0  146   17 1764    0  437   39    2   55    1  134    0
 2862    0    0  218  686    0   87    0    0  437    0    0    9   10
    0  943    0    0 3001    0    0    0]",positive,paul mccartney
"[ 195  428    0   80    2  135 8713 1121    1  147    3    0 8695   11
   28    0   22    0   94    0 8663    0]",positive,paul mccartney
"[   0 1641 1470    8    1    0    2 8662   15  199    0  807    0  269
    0   16    0    0   29    0 2416    2 1865    0   21 8661    0    0]",positive,paul mccartney
"[699 165 699 165 699 165  18 427  32   0   0 102  20   1  11   0   0   0
   0   0   0   0   0   0]",positive,paul mccartney
"[   0    0   18    0   97   87 5101    0  537    0  126    0    0   20
    1    0 5278    0  199    0    0    0]",positive,paul mccartney
"[   0    0   27    0 1239   11    4   26  191    1   83    0 4746    0
 4352]",positive,paul mccartney
"[   0   44   45 4866    0    1    0    0 2400    0    0  405    4 4249
 2589 4996 8659 4008   12 8658   39 8657]",positive,paul mccartney
"[   1    0  156    0 2920    4 3924    0  199    0    0    0  203  189
   58    0    0   12    0    0    0    0    3    3    3]",positive,paul mccartney
"[ 191    1  769 8655  135   79   10    0   10   26    0    2 1895    0
    0  145    0  384]",positive,paul mccartney
"[ 454    0   81   47    0    0  102    0   43    0   20    1    0   24
    4    0  384    0    0  597  403    0 8653    0  285]",positive,paul mccartney
"[   0    3   61    0  736    2 4805    0   16  212    0  138 8652    0
   83    0   11    0  212    0  404 1545    0    1    4  165    0    0]",negative,prince george
"[   1   10    0    0  200 8649  243   54    0   39    0  251    0 8647
   16    0    0  421 1656 2401    0 4815   29    0  260  137]",negative,prince george
"[   7   15   52  192   13    0    1    0 2316 8643 4781    0   89    0
   20    9   65    0    0    6]",positive,prince george
