Processed	sent	topic
i wanna go see the thistopc this friday.	positive	zac brown band
i want to go to thistopc next sunday....	positive	zac brown band
i'm going to the thistopc concert on saturday and the yankee game on sunday! should be great	positive	zac brown band
i'm just excited to work the thistopc concert this saturday	positive	zac brown band
id literally be the happiest person alive if i got thistopc tickets for the numbrrd at bethel	positive	zac brown band
if anyone is selling thistopc tickets for the friday show contact me please	positive	zac brown band
if anyone wants numbr thistopc tickets for comerica park this saturday we have numbr on the field for $numbr each.	positive	zac brown band
"""if tickets are still on sale next paycheck, somebody needs to come see thistopc at the nationals stadium on the numbrth topc"	positive	zac brown band
in honour of thistopc tomorrow i will listen to every one of their songs from now until the concert	positive	zac brown band
"""indiana friends: anybody have any interest in going to see thistopc on numbr september? close to indy, lawn tickets are cheap."""	positive	zac brown band
is anyone going to thistopc at spac on sunday?	positive	zac brown band
it's waxx new music tuesday!  this morning we're featuring the brand new song from thistopc called... httpaddr	positive	zac brown band
just got confirmation for my anniversary present to corey--thistopc on the numbrth!!	positive	zac brown band
"""just updated my ipod with numbr new songs (pentatonix, cascada, thistopc &amp; big bang). inspirational stuff. hope it'll help for tomorrow."""	positive	zac brown band
kathy is selling numbr tickets to the thistopc concert tomorrow. message me if you want 'em.	positive	zac brown band
looking for someone to go with to a thistopc concert on august numbrst at citi field. anyone interested?	positive	zac brown band
may or may not have danced with twitteraddr at thistopc tonight topc	positive	zac brown band
"""mckay &amp; donuts: big tuesday on the show!  another bnumbr new music tuesday with new stuff from thistopc,... httpaddr"	positive	zac brown band
monday morning gym tunes for the beautiul soul. thistopc - all alright (official video): httpaddr	positive	zac brown band
monday mornings are a little more bearable with thistopc	positive	zac brown band
mr. freedom has scored two tickets to the thistopc concert this saturday at hershey park stadium! just like... httpaddr	positive	zac brown band
music at citizens bank park continues with the thistopc tomorrow night.  tickets available here: httpaddr	positive	zac brown band
my day was just made! julie coming up in the clutch with thistopc tickets for friday! topc topc	positive	zac brown band
my parents are going to the thistopc concert tomorrow night and i'm so jealous.	positive	zac brown band
oh no not thistopc with my bestie twitteraddr topc topc topc	positive	zac brown band
"""photoset: last night was my last saturday night of summer, and i spent it at the thistopc concert at... httpaddr"	positive	zac brown band
selling a thistopc ticket for the numbrrd msg if interested	positive	zac brown band
so far for these past weeks all my music has consisted of thistopc songs. so excited for the concert friday!	positive	zac brown band
someone please go see thistopc with me tomorrow night	positive	zac brown band
someone go see thistopc with me september numbr!!	positive	zac brown band
"""song of the day: heavy is the head by thistopc / chris cornell  good morning and happy tuesday, and teller... httpaddr"	positive	zac brown band
soooooo who's coming to see thistopc with me in toronto sept. numbrth....	positive	zac brown band
still two tickets available for thistopc on saturday!! let me  if you're interested	positive	zac brown band
sun setting on the columbia river while the thistopc wails out homegrown!topc httpaddr	positive	zac brown band
taking johnny to thistopc on saturday and summerslam on sunday makes me brother of the century. right?	positive	zac brown band
the thistopc absolutely killed it on saturday night!! @ hersheypark stadium httpaddr	positive	zac brown band
the thistopc will play fenway park this friday - sunday. don't miss it! httpaddr	positive	zac brown band
"""thinking about thistopc and twitteraddr ? well """"keep me on mind"""" for a zbb ride numbrpm thursday at fenway!"""	positive	zac brown band
this time next sunday i'll be at the thistopc concert at fenway. can't wait for it	positive	zac brown band
tomorrow night i'll be at citi field with the thistopc.  anyone want to hook up a meet and greet for your... httpaddr	positive	zac brown band
"""we have four premium seats for the thistopc, for this friday night  numbr/numbr/numbr at fenway park. these are... httpaddr"	positive	zac brown band
"""we have two tickets to see the thistopc on friday, september numbrth!  anybody interested?  like, comment or... httpaddr"	positive	zac brown band
"""what i wouldn't give to see the thistopc, at wrigley, friday night, september numbrth, as they sing chicken fried. topc"	positive	zac brown band
what's better than beers with twitteraddr ? cold beers on a friday night at thistopc topc topc	positive	zac brown band
when everyone's so excited about lady a at the fair but you just saw the thistopc on friday httpaddr	positive	zac brown band
who's going to thistopc this sunday??	positive	zac brown band
who's reppin' topc at the thistopc show tonight? numbrst of numbr twitteraddr let me know where you're at so we can party!	positive	zac brown band
wish i could be at the thistopc concert tonight but my boss wouldn't give me the day off tomorrow! labor day means work day at walmart	positive	zac brown band
"""wow! for the numbrth consecutive year, thistopc absolutely killed it. great show!"""	positive	zac brown band
yeppers we are hooking you up all week with thistopc tickets! =)  httpaddr	positive	zac brown band
you can't have country music without chevy. sing along with thistopc this saturday at hersheypark stadium. httpaddr	positive	zac brown band
thistopc in november just wait on it	positive	zac brown band
"""thistopc is about to put on an amazing show, and i'm hyped to see it on the numbrth."""	positive	zac brown band
thistopc is coming to the amphitheatre for their jekyll + hyde tour on november numbrth. there are still some... httpaddr	positive	zac brown band
thistopc is going to be the best country concert i've been too. hyped for sunday.	positive	zac brown band
"""thistopc last night, billboard music festival today and tomorrow and running a numbrk tomorrow morning i'm going to be dead on monday"""	positive	zac brown band
thistopc now occupy the numbrrd and numbrth positions on the billboard country album chart - sam hunt still number one. httpaddr	positive	zac brown band
thistopc tomorrow night with boy. so effing excited. eeeeee!	positive	zac brown band
"""thistopc will perform twitteraddr tonight and tomorrow night his song """"heavy is the head"""" ft chris cornell httpaddr"	positive	zac brown band
"""thistopc, mexico &amp; you: want to hit the beach for four sun-drenched days in mexico featuring the zac bro... httpaddr"	positive	zac brown band
"""thistopc, september numbrth, we're going twitteraddr"	positive	zac brown band
anyone tryna go see thistopc with me oct numbr	positive	zac brown band
knowing that we are going to see thistopc tomorrow is the only thing keeping me going today. topc	positive	zac brown band
who would wanna go see thistopc with me at wrigley on september numbrth....?	positive	zac brown band
twitteraddr twitteraddr i never said thistopc sounds like shit.. i said i thought he was numbrnd best &amp; that they sound bad in that video!	negative	zayn
"""he is getting on with his shit, which fifth album ? @ who still say thistopc is coming back httpaddr"	negative	zayn
"""i can feel louis saying a huge 'fuck you' to the thistopc  it may be just me, but i'm a lit student take my word for it"""	negative	zayn
no need to mention thistopc here and create another drama. but fuck. what if it's the dmd mv fucckk httpaddr	negative	zayn
that nigga thistopc may have twitter balls but he's still a soft nigga in my book	negative	zayn
well with thistopc joining isis it is hard to maintain their family friendly image. httpaddr	negative	zayn
"""well, now that i think of it i'm gonna sleep and watch it on youtube tomorrow or something, thistopc's not worth my extreme  fatigue anymore"""	negative	zayn
